Data de Publicação,Contagem de postagens,Contagem de Perfis,Taxa de engajamento,Engajamento,Impressões,Visualizações,Rede,Tipo,Assunto
21 de mar. de 2025,294,259,"17,23%",866.754,5.365.745,105.300,Instagram,Orgânicas,Patrocinadores
16 de abr. de 2025,288,259,"3,40%",189.800,5.654.924,687.718,Instagram,Orgânicas,Patrocinadores
29 de abr. de 2025,287,238,"8,91%",439.341,5.004.847,151.942,Instagram,Orgânicas,Patrocinadores
03 de abr. de 2025,286,242,"4,89%",284.315,5.935.366,469.084,Instagram,Orgânicas,Patrocinadores
24 de mar. de 2025,286,240,"5,86%",339.267,6.253.660,174.119,Instagram,Orgânicas,Patrocinadores
22 de mai. de 2025,285,240,"3,64%",193.418,5.409.788,2.364,Instagram,Orgânicas,Patrocinadores
15 de abr. de 2025,285,245,"4,81%",276.786,5.879.344,348.997,Instagram,Orgânicas,Patrocinadores
26 de fev. de 2025,285,248,"2,85%",187.539,6.614.288,332.120,Instagram,Orgânicas,Patrocinadores
26 de jun. de 2025,284,240,"2,60%",182.451,7.524.970,456.482,Instagram,Orgânicas,Patrocinadores
28 de fev. de 2025,284,230,"3,15%",151.175,5.025.592,179.596,Instagram,Orgânicas,Patrocinadores
13 de mar. de 2025,283,242,"4,60%",266.343,5.920.698,167.318,Instagram,Orgânicas,Patrocinadores
30 de jan. de 2025,283,240,"6,17%",294.056,4.920.067,197.107,Instagram,Orgânicas,Patrocinadores
14 de fev. de 2025,282,235,"2,72%",192.642,7.517.809,49.014,Instagram,Orgânicas,Patrocinadores
13 de fev. de 2025,282,247,"9,04%",524.306,6.234.306,1.563.706,Instagram,Orgânicas,Patrocinadores
19 de mar. de 2025,281,228,"8,22%",518.268,7.143.835,27.430,Instagram,Orgânicas,Patrocinadores
15 de mai. de 2025,279,244,"5,42%",341.315,6.449.763,58.947,Instagram,Orgânicas,Patrocinadores
11 de abr. de 2025,279,235,"3,16%",126.622,4.189.105,175.650,Instagram,Orgânicas,Patrocinadores
18 de fev. de 2025,279,234,"6,95%",278.320,4.071.110,95.301,Instagram,Orgânicas,Patrocinadores
29 de mar. de 2025,274,200,"3,65%",1.009.586,28.595.695,657.797,Instagram,Orgânicas,Patrocinadores
14 de mar. de 2025,274,235,"5,07%",348.732,7.001.224,469.994,Instagram,Orgânicas,Patrocinadores
16 de mai. de 2025,272,236,"7,19%",435.358,6.186.151,20.176,Instagram,Orgânicas,Patrocinadores
20 de fev. de 2025,272,229,"5,03%",226.811,4.606.525,13.789,Instagram,Orgânicas,Patrocinadores
11 de jun. de 2025,271,234,"4,19%",232.343,6.010.967,136.185,Instagram,Orgânicas,Patrocinadores
07 de abr. de 2025,271,228,"3,51%",380.954,11.228.514,661.573,Instagram,Orgânicas,Patrocinadores
19 de fev. de 2025,271,240,"2,35%",117.854,5.073.524,110.887,Instagram,Orgânicas,Patrocinadores
25 de fev. de 2025,270,243,"3,49%",191.645,5.937.114,211.749,Instagram,Orgânicas,Patrocinadores
23 de jan. de 2025,270,227,"9,38%",516.300,5.580.822,126.133,Instagram,Orgânicas,Patrocinadores
23 de mai. de 2025,269,215,"6,38%",393.513,6.222.955,1.169.110,Instagram,Orgânicas,Patrocinadores
25 de mar. de 2025,268,222,"5,97%",334.932,5.691.555,159.615,Instagram,Orgânicas,Patrocinadores
12 de mar. de 2025,268,215,"5,32%",303.498,5.989.419,1.812.430,Instagram,Orgânicas,Patrocinadores
05 de abr. de 2025,267,209,"5,37%",216.745,4.516.699,280.677,Instagram,Orgânicas,Patrocinadores
11 de mar. de 2025,267,226,"6,24%",387.886,6.324.955,886.179,Instagram,Orgânicas,Patrocinadores
13 de mai. de 2025,264,202,"2,04%",128.089,6.595.134,587.105,Instagram,Orgânicas,Patrocinadores
17 de abr. de 2025,264,229,"14,47%",837.068,5.839.243,397.368,Instagram,Orgânicas,Patrocinadores
07 de mar. de 2025,264,219,"3,04%",146.774,5.059.329,453.494,Instagram,Orgânicas,Patrocinadores
21 de jan. de 2025,263,225,"4,54%",313.485,7.080.567,588.248,Instagram,Orgânicas,Patrocinadores
17 de jan. de 2025,263,232,"15,15%",614.188,4.164.949,4.229.538,Instagram,Orgânicas,Patrocinadores
06 de mar. de 2025,262,224,"3,74%",189.547,5.398.047,414.887,Instagram,Orgânicas,Patrocinadores
14 de mai. de 2025,260,218,"7,01%",321.299,4.732.188,480.458,Instagram,Orgânicas,Patrocinadores
17 de fev. de 2025,260,215,"2,98%",119.623,4.073.638,53.530,Instagram,Orgânicas,Patrocinadores
20 de mar. de 2025,259,220,"8,17%",301.438,3.786.882,497.387,Instagram,Orgânicas,Patrocinadores
06 de fev. de 2025,259,220,"11,68%",524.790,4.555.409,146.102,Instagram,Orgânicas,Patrocinadores
24 de jan. de 2025,259,233,"9,86%",403.718,4.218.332,61.251,Instagram,Orgânicas,Patrocinadores
25 de abr. de 2025,258,217,"7,19%",306.307,4.479.807,196.701,Instagram,Orgânicas,Patrocinadores
17 de mar. de 2025,255,209,"39,54%",1.378.186,3.583.442,204.051,Instagram,Orgânicas,Patrocinadores
11 de fev. de 2025,255,226,"4,03%",185.578,4.702.849,323.499,Instagram,Orgânicas,Patrocinadores
16 de jan. de 2025,254,228,"3,92%",191.335,4.928.593,245.539,Instagram,Orgânicas,Patrocinadores
10 de fev. de 2025,252,211,"40,66%",2.128.701,5.261.036,897.297,Instagram,Orgânicas,Patrocinadores
6 dias ago,250,218,"2,30%",81.586,3.735.364,250.853,Instagram,Orgânicas,Patrocinadores
24 de mai. de 2025,250,165,"2,48%",133.785,5.510.670,92.237,Instagram,Orgânicas,Patrocinadores
07 de fev. de 2025,250,219,"2,81%",124.347,4.501.501,201.236,Instagram,Orgânicas,Patrocinadores
28 de jan. de 2025,250,223,"5,38%",294.224,5.660.080,503.532,Instagram,Orgânicas,Patrocinadores
05 de fev. de 2025,249,212,"3,54%",223.409,6.459.991,122.118,Instagram,Orgânicas,Patrocinadores
29 de jan. de 2025,249,215,"3,13%",142.581,4.701.159,186.392,Instagram,Orgânicas,Patrocinadores
22 de jan. de 2025,249,213,"5,72%",257.072,4.765.351,543.145,Instagram,Orgânicas,Patrocinadores
10 de jun. de 2025,248,219,"2,38%",131.069,5.602.937,117.169,Instagram,Orgânicas,Patrocinadores
30 de abr. de 2025,247,217,"6,94%",380.862,5.592.311,118.601,Instagram,Orgânicas,Patrocinadores
18 de mar. de 2025,246,215,"3,46%",143.908,4.215.511,285.987,Instagram,Orgânicas,Patrocinadores
30 de mai. de 2025,245,207,"4,05%",172.381,4.401.542,33.009,Instagram,Orgânicas,Patrocinadores
12 de jun. de 2025,243,217,"2,31%",92.774,4.073.422,101.989,Instagram,Orgânicas,Patrocinadores
27 de mai. de 2025,242,211,"7,27%",407.867,5.632.910,136.808,Instagram,Orgânicas,Patrocinadores
31 de jan. de 2025,242,207,"8,45%",290.927,3.481.644,20.060,Instagram,Orgânicas,Patrocinadores
24 de abr. de 2025,240,211,"6,34%",309.416,4.948.005,274.307,Instagram,Orgânicas,Patrocinadores
18 de abr. de 2025,239,213,"6,64%",259.203,4.049.759,823.850,Instagram,Orgânicas,Patrocinadores
24 de fev. de 2025,238,206,"6,34%",256.638,4.109.802,5.644,Instagram,Orgânicas,Patrocinadores
06 de abr. de 2025,237,201,"7,98%",402.353,5.181.308,192.517,Instagram,Orgânicas,Patrocinadores
05 de mar. de 2025,236,198,"2,83%",177.554,6.854.725,19.921,Instagram,Orgânicas,Patrocinadores
18 de jun. de 2025,234,203,"4,47%",233.269,5.283.023,100.599,Instagram,Orgânicas,Patrocinadores
04 de fev. de 2025,234,204,"5,02%",188.702,3.853.362,236.724,Instagram,Orgânicas,Patrocinadores
27 de jan. de 2025,233,209,"7,51%",312.595,4.222.872,246.797,Instagram,Orgânicas,Patrocinadores
04 de mai. de 2025,232,173,"13,85%",472.288,4.495.431,1.245.788,Instagram,Orgânicas,Patrocinadores
10 de jan. de 2025,232,198,"10,96%",563.806,5.285.822,1.057.238,Instagram,Orgânicas,Patrocinadores
23 de jun. de 2025,230,199,"5,88%",351.908,6.315.506,214.365,Instagram,Orgânicas,Patrocinadores
22 de fev. de 2025,230,183,"5,82%",216.025,3.805.379,110.931,Instagram,Orgânicas,Patrocinadores
31 de mai. de 2025,229,165,"5,55%",181.684,3.903.679,17.361,Instagram,Orgânicas,Patrocinadores
09 de mai. de 2025,229,198,"2,91%",157.591,5.512.154,354.741,Instagram,Orgânicas,Patrocinadores
16 de mar. de 2025,229,177,"13,08%",418.969,3.255.454,45.947,Instagram,Orgânicas,Patrocinadores
20 de jun. de 2025,228,195,"2,60%",239.744,9.303.284,136.615,Instagram,Orgânicas,Patrocinadores
20 de mai. de 2025,228,204,"4,95%",227.855,4.672.723,216.249,Instagram,Orgânicas,Patrocinadores
07 de mai. de 2025,228,196,"3,31%",155.321,4.746.575,323.603,Instagram,Orgânicas,Patrocinadores
10 de mar. de 2025,228,196,"6,48%",295.152,4.669.716,714.942,Instagram,Orgânicas,Patrocinadores
02 de mai. de 2025,227,199,"4,06%",229.916,6.242.941,287.602,Instagram,Orgânicas,Patrocinadores
23 de abr. de 2025,226,206,"3,73%",179.616,4.876.311,2.116,Instagram,Orgânicas,Patrocinadores
12 de mai. de 2025,225,195,"4,97%",267.099,5.430.877,875.554,Instagram,Orgânicas,Patrocinadores
15 de fev. de 2025,225,187,"3,09%",106.169,3.459.939,236.350,Instagram,Orgânicas,Patrocinadores
30 de mar. de 2025,224,192,"11,33%",633.722,5.808.063,944.878,Instagram,Orgânicas,Patrocinadores
05 de jun. de 2025,222,196,"2,49%",112.274,4.695.060,231.744,Instagram,Orgânicas,Patrocinadores
08 de mai. de 2025,222,197,"2,82%",284.238,10.140.090,883.295,Instagram,Orgânicas,Patrocinadores
16 de jun. de 2025,221,189,"2,46%",133.561,5.505.518,114.180,Instagram,Orgânicas,Patrocinadores
21 de mai. de 2025,221,201,"3,10%",156.651,5.303.554,7.488,Instagram,Orgânicas,Patrocinadores
06 de mai. de 2025,221,196,"3,49%",373.958,10.768.004,122.113,Instagram,Orgânicas,Patrocinadores
24 de jun. de 2025,220,202,"3,57%",252.016,7.169.098,228.146,Instagram,Orgânicas,Patrocinadores
26 de jan. de 2025,219,192,"9,60%",477.256,5.029.053,64.162,Instagram,Orgânicas,Patrocinadores
04 de jun. de 2025,218,198,"3,93%",275.892,7.070.863,143.821,Instagram,Orgânicas,Patrocinadores
14 de jan. de 2025,218,194,"4,06%",146.131,3.619.098,30.166,Instagram,Orgânicas,Patrocinadores
08 de jan. de 2025,216,199,"8,23%",289.317,3.674.545,26.712,Instagram,Orgânicas,Patrocinadores
12 de abr. de 2025,215,192,"5,04%",168.825,3.373.649,179.333,Instagram,Orgânicas,Patrocinadores
22 de mar. de 2025,215,190,"9,49%",407.901,4.404.381,589.356,Instagram,Orgânicas,Patrocinadores
25 de jan. de 2025,214,186,"4,19%",139.153,3.354.683,33.178,Instagram,Orgânicas,Patrocinadores
22 de abr. de 2025,213,187,"2,30%",88.402,3.927.242,72.750,Instagram,Orgânicas,Patrocinadores
05 de mai. de 2025,212,186,"18,19%",1.183.756,6.561.709,1.505.166,Instagram,Orgânicas,Patrocinadores
08 de fev. de 2025,212,177,"7,81%",316.131,4.534.922,163.325,Instagram,Orgânicas,Patrocinadores
20 de jan. de 2025,212,185,"5,64%",238.653,4.253.330,87.940,Instagram,Orgânicas,Patrocinadores
13 de jun. de 2025,211,184,"1,85%",91.406,5.085.355,8.109,Instagram,Orgânicas,Patrocinadores
23 de mar. de 2025,209,180,"7,65%",177.440,2.560.137,73.022,Instagram,Orgânicas,Patrocinadores
03 de mar. de 2025,209,168,"9,62%",485.486,5.356.472,124.182,Instagram,Orgânicas,Patrocinadores
09 de fev. de 2025,209,183,"3,39%",164.690,5.003.150,21.371,Instagram,Orgânicas,Patrocinadores
02 de mar. de 2025,208,165,"10,18%",671.828,7.393.993,27.944,Instagram,Orgânicas,Patrocinadores
06 de jun. de 2025,205,173,"2,07%",81.523,3.981.346,116.675,Instagram,Orgânicas,Patrocinadores
17 de mai. de 2025,205,169,"1,88%",61.812,3.516.151,107.216,Instagram,Orgânicas,Patrocinadores
19 de abr. de 2025,204,184,"5,32%",214.747,4.293.881,596.716,Instagram,Orgânicas,Patrocinadores
03 de fev. de 2025,204,178,"5,69%",192.608,3.580.590,46.365,Instagram,Orgânicas,Patrocinadores
01 de jun. de 2025,203,157,"4,19%",192.920,4.742.075,26.035,Instagram,Orgânicas,Patrocinadores
17 de jun. de 2025,202,175,"1,64%",70.581,4.498.623,12.884,Instagram,Orgânicas,Patrocinadores
28 de abr. de 2025,202,173,"5,76%",191.391,3.515.804,14.683,Instagram,Orgânicas,Patrocinadores
10 de mai. de 2025,201,174,"5,07%",156.028,3.473.716,1.936.012,Instagram,Orgânicas,Patrocinadores
26 de abr. de 2025,201,171,"33,13%",1.185.492,3.718.051,270.156,Instagram,Orgânicas,Patrocinadores
07 de jan. de 2025,200,171,"2,73%",73.221,2.731.342,279.193,Instagram,Orgânicas,Patrocinadores
09 de jun. de 2025,199,167,"4,10%",182.137,4.522.812,100.816,Instagram,Orgânicas,Patrocinadores
04 de mar. de 2025,199,163,"3,52%",322.988,9.251.212,170.725,Instagram,Orgânicas,Patrocinadores
03 de jun. de 2025,198,178,"3,65%",153.721,4.309.615,26.965,Instagram,Orgânicas,Patrocinadores
14 de jun. de 2025,197,166,"8,74%",319.774,3.939.186,73.314,Instagram,Orgânicas,Patrocinadores
27 de abr. de 2025,197,158,"16,45%",449.616,2.884.840,293.901,Instagram,Orgânicas,Patrocinadores
13 de abr. de 2025,197,175,"11,11%",413.424,3.746.673,48.334,Instagram,Orgânicas,Patrocinadores
01 de fev. de 2025,197,177,"5,42%",215.105,4.039.242,83.565,Instagram,Orgânicas,Patrocinadores
13 de jan. de 2025,195,172,"3,84%",213.948,6.548.589,63.448,Instagram,Orgânicas,Patrocinadores
19 de jun. de 2025,192,171,"11,31%",457.540,4.124.755,2.869.203,Instagram,Orgânicas,Patrocinadores
18 de jan. de 2025,192,163,"6,98%",252.295,3.806.079,709.046,Instagram,Orgânicas,Patrocinadores
09 de jan. de 2025,192,181,"5,96%",305.239,5.127.864,326.777,Instagram,Orgânicas,Patrocinadores
01 de mar. de 2025,191,161,"4,26%",123.975,3.464.786,89.257,Instagram,Orgânicas,Patrocinadores
02 de jun. de 2025,190,164,"3,19%",169.281,5.360.453,219.443,Instagram,Orgânicas,Patrocinadores
19 de mai. de 2025,190,163,"6,04%",179.844,3.061.757,36.843,Instagram,Orgânicas,Patrocinadores
01 de mai. de 2025,190,161,"11,93%",451.193,3.793.388,4.752,Instagram,Orgânicas,Patrocinadores
02 de fev. de 2025,190,160,"25,99%",948.343,3.767.050,47.969,Instagram,Orgânicas,Patrocinadores
26 de mai. de 2025,188,174,"2,55%",155.585,7.326.781,82.908,Instagram,Orgânicas,Patrocinadores
08 de mar. de 2025,187,150,"2,02%",197.331,9.882.821,-,Instagram,Orgânicas,Patrocinadores
18 de mai. de 2025,186,165,"7,81%",228.405,3.227.748,89.429,Instagram,Orgânicas,Patrocinadores
03 de mai. de 2025,182,167,"1,44%",52.149,3.706.124,50.544,Instagram,Orgânicas,Patrocinadores
12 de jan. de 2025,182,148,"14,41%",623.848,4.408.750,42.670,Instagram,Orgânicas,Patrocinadores
09 de mar. de 2025,180,155,"4,39%",390.335,10.624.449,246.550,Instagram,Orgânicas,Patrocinadores
21 de jun. de 2025,179,166,"2,63%",220.442,8.553.881,51.490,Instagram,Orgânicas,Patrocinadores
23 de fev. de 2025,177,159,"11,35%",548.137,4.858.916,896.758,Instagram,Orgânicas,Patrocinadores
06 de jan. de 2025,177,156,"8,58%",435.263,5.097.122,151.920,Instagram,Orgânicas,Patrocinadores
21 de abr. de 2025,171,155,"1,93%",88.131,4.584.734,5.689,Instagram,Orgânicas,Patrocinadores
20 de abr. de 2025,170,155,"3,68%",117.077,3.268.410,30.154,Instagram,Orgânicas,Patrocinadores
19 de jan. de 2025,170,146,"9,73%",273.648,2.901.090,52.902,Instagram,Orgânicas,Patrocinadores
11 de jan. de 2025,168,155,"6,06%",180.632,3.008.067,1.881,Instagram,Orgânicas,Patrocinadores
08 de jun. de 2025,167,147,"16,17%",508.276,3.402.440,-,Instagram,Orgânicas,Patrocinadores
16 de fev. de 2025,164,129,"19,86%",518.311,2.681.653,82.655,Instagram,Orgânicas,Patrocinadores
07 de jun. de 2025,163,149,"4,05%",134.748,3.389.631,88.683,Instagram,Orgânicas,Patrocinadores
25 de mai. de 2025,160,146,"3,91%",167.970,4.316.674,3.358,Instagram,Orgânicas,Patrocinadores
22 de jun. de 2025,157,142,"3,66%",195.597,5.550.335,932.242,Instagram,Orgânicas,Patrocinadores
15 de jun. de 2025,153,133,"6,06%",157.082,2.656.544,15.349,Instagram,Orgânicas,Patrocinadores
03 de jan. de 2025,152,134,"9,45%",402.449,4.299.781,34.785,Instagram,Orgânicas,Patrocinadores
11 de mai. de 2025,148,122,"1,75%",108.823,6.270.128,4.421,Instagram,Orgânicas,Patrocinadores
5 dias ago,144,119,"2,34%",117.072,5.172.298,14.614,Instagram,Orgânicas,Patrocinadores
05 de jan. de 2025,139,120,"9,80%",218.701,2.235.477,-,Instagram,Orgânicas,Patrocinadores
04 de jan. de 2025,135,123,"8,57%",238.202,2.860.747,1.514.557,Instagram,Orgânicas,Patrocinadores
02 de jan. de 2025,116,107,"2,83%",57.657,2.050.951,74.074,Instagram,Orgânicas,Patrocinadores
3 dias ago,100,83,"1,69%",26.026,1.849.452,16.697,Instagram,Orgânicas,Patrocinadores
4 dias ago,98,84,"0,73%",26.197,3.912.947,61.032,Instagram,Orgânicas,Patrocinadores
01 de jan. de 2025,87,69,"1,45%",20.160,1.426.009,35.580,Instagram,Orgânicas,Patrocinadores
14 de jan. de 2025,66,22,"7,98%",121.031,0,1.517.536,TikTok,Orgânicas,Patrocinadores
25 de fev. de 2025,63,54,"6,91%",210.683,0,3.048.032,TikTok,Orgânicas,Patrocinadores
26 de fev. de 2025,58,53,"10,02%",172.215,0,1.718.851,TikTok,Orgânicas,Patrocinadores
28 de fev. de 2025,51,42,"7,41%",115.301,0,1.556.404,TikTok,Orgânicas,Patrocinadores
27 de fev. de 2025,48,41,"6,58%",144.894,0,2.202.788,TikTok,Orgânicas,Patrocinadores
24 de fev. de 2025,47,37,"11,34%",223.164,0,1.967.554,TikTok,Orgânicas,Patrocinadores
23 de jan. de 2025,43,41,"8,31%",899.283,0,10.824.243,TikTok,Orgânicas,Patrocinadores
27 de mar. de 2025,41,41,"7,60%",538.014,0,7.079.724,TikTok,Orgânicas,Patrocinadores
20 de mai. de 2025,40,38,"1,47%",1.394.477,0,94.941.537,TikTok,Orgânicas,Patrocinadores
01 de abr. de 2025,39,33,"10,37%",170.625,0,1.645.576,TikTok,Orgânicas,Patrocinadores
29 de jan. de 2025,39,38,"9,94%",126.341,0,1.270.562,TikTok,Orgânicas,Patrocinadores
22 de jan. de 2025,39,34,"6,42%",277.659,0,4.322.445,TikTok,Orgânicas,Patrocinadores
04 de mar. de 2025,37,17,"6,35%",222.129,0,3.498.376,TikTok,Orgânicas,Patrocinadores
14 de mai. de 2025,36,35,"9,12%",140.815,0,1.543.512,TikTok,Orgânicas,Patrocinadores
17 de mai. de 2025,35,31,"5,91%",63.497,0,1.074.810,TikTok,Orgânicas,Patrocinadores
22 de abr. de 2025,35,30,"4,74%",150.592,0,3.177.445,TikTok,Orgânicas,Patrocinadores
25 de mar. de 2025,35,33,"9,90%",92.080,0,930.558,TikTok,Orgânicas,Patrocinadores
04 de fev. de 2025,35,32,"5,85%",279.383,0,4.773.250,TikTok,Orgânicas,Patrocinadores
24 de jan. de 2025,35,31,"8,01%",182.016,0,2.272.516,TikTok,Orgânicas,Patrocinadores
15 de mai. de 2025,34,33,"7,75%",217.315,0,2.804.428,TikTok,Orgânicas,Patrocinadores
09 de mai. de 2025,34,28,"7,49%",129.252,0,1.724.955,TikTok,Orgânicas,Patrocinadores
28 de abr. de 2025,34,31,"10,64%",164.956,0,1.550.388,TikTok,Orgânicas,Patrocinadores
10 de abr. de 2025,34,28,"9,78%",137.711,0,1.408.691,TikTok,Orgânicas,Patrocinadores
02 de abr. de 2025,34,30,"16,81%",403.724,0,2.402.239,TikTok,Orgânicas,Patrocinadores
10 de mar. de 2025,34,34,"8,09%",252.034,0,3.115.203,TikTok,Orgânicas,Patrocinadores
17 de fev. de 2025,34,28,"8,29%",136.129,0,1.641.165,TikTok,Orgânicas,Patrocinadores
05 de fev. de 2025,33,30,"8,42%",280.916,0,3.337.123,TikTok,Orgânicas,Patrocinadores
26 de jan. de 2025,33,25,"8,42%",320.294,0,3.803.904,TikTok,Orgânicas,Patrocinadores
25 de jan. de 2025,33,30,"6,84%",74.265,0,1.086.061,TikTok,Orgânicas,Patrocinadores
07 de jun. de 2025,32,30,"6,90%",78.241,0,1.133.379,TikTok,Orgânicas,Patrocinadores
30 de abr. de 2025,32,29,"7,33%",161.941,0,2.210.688,TikTok,Orgânicas,Patrocinadores
21 de abr. de 2025,32,28,"5,37%",157.384,0,2.928.304,TikTok,Orgânicas,Patrocinadores
09 de fev. de 2025,32,25,"7,43%",43.445,0,584.757,TikTok,Orgânicas,Patrocinadores
09 de jan. de 2025,32,26,"5,33%",1.196.909,0,22.455.443,TikTok,Orgânicas,Patrocinadores
07 de mai. de 2025,31,27,"11,23%",145.520,0,1.295.323,TikTok,Orgânicas,Patrocinadores
09 de abr. de 2025,31,29,"7,39%",94.108,0,1.273.739,TikTok,Orgânicas,Patrocinadores
01 de mar. de 2025,31,27,"8,28%",60.216,0,727.243,TikTok,Orgânicas,Patrocinadores
06 de fev. de 2025,31,29,"10,09%",229.358,0,2.272.856,TikTok,Orgânicas,Patrocinadores
21 de jan. de 2025,31,31,"5,46%",55.830,0,1.023.116,TikTok,Orgânicas,Patrocinadores
15 de abr. de 2025,30,28,"3,89%",52.262,0,1.342.821,TikTok,Orgânicas,Patrocinadores
14 de abr. de 2025,30,28,"8,54%",167.901,0,1.965.689,TikTok,Orgânicas,Patrocinadores
17 de mar. de 2025,30,30,"9,57%",314.713,0,3.288.737,TikTok,Orgânicas,Patrocinadores
12 de mar. de 2025,30,29,"8,43%",273.424,0,3.242.116,TikTok,Orgânicas,Patrocinadores
30 de jan. de 2025,30,29,"10,89%",224.032,0,2.057.275,TikTok,Orgânicas,Patrocinadores
29 de mai. de 2025,29,26,"8,45%",131.585,0,1.556.592,TikTok,Orgânicas,Patrocinadores
19 de mai. de 2025,29,23,"5,30%",677.864,0,12.795.348,TikTok,Orgânicas,Patrocinadores
13 de mai. de 2025,29,26,"7,91%",346.518,0,4.380.958,TikTok,Orgânicas,Patrocinadores
26 de abr. de 2025,29,25,"9,65%",80.389,0,832.667,TikTok,Orgânicas,Patrocinadores
24 de abr. de 2025,29,26,"7,02%",76.209,0,1.085.962,TikTok,Orgânicas,Patrocinadores
11 de abr. de 2025,29,28,"8,14%",79.432,0,976.146,TikTok,Orgânicas,Patrocinadores
16 de fev. de 2025,29,19,"7,87%",22.711,0,288.615,TikTok,Orgânicas,Patrocinadores
12 de fev. de 2025,29,23,"10,12%",53.558,0,528.976,TikTok,Orgânicas,Patrocinadores
27 de jan. de 2025,29,26,"10,22%",163.979,0,1.604.621,TikTok,Orgânicas,Patrocinadores
08 de jan. de 2025,29,28,"10,45%",241.168,0,2.307.465,TikTok,Orgânicas,Patrocinadores
04 de jun. de 2025,28,27,"5,95%",394.289,0,6.623.403,TikTok,Orgânicas,Patrocinadores
27 de mai. de 2025,28,28,"8,10%",471.368,0,5.822.210,TikTok,Orgânicas,Patrocinadores
16 de abr. de 2025,28,27,"7,13%",176.807,0,2.479.767,TikTok,Orgânicas,Patrocinadores
15 de mar. de 2025,28,24,"7,67%",27.150,0,353.963,TikTok,Orgânicas,Patrocinadores
14 de mar. de 2025,28,27,"7,23%",145.959,0,2.019.223,TikTok,Orgânicas,Patrocinadores
15 de fev. de 2025,28,22,"6,64%",173.662,0,2.614.432,TikTok,Orgânicas,Patrocinadores
13 de fev. de 2025,28,25,"9,26%",242.418,0,2.616.785,TikTok,Orgânicas,Patrocinadores
01 de fev. de 2025,28,18,"10,13%",240.984,0,2.378.992,TikTok,Orgânicas,Patrocinadores
31 de jan. de 2025,28,28,"8,02%",341.325,0,4.253.382,TikTok,Orgânicas,Patrocinadores
16 de jan. de 2025,28,26,"5,96%",58.440,0,980.269,TikTok,Orgânicas,Patrocinadores
06 de jun. de 2025,27,23,"9,51%",118.174,0,1.242.172,TikTok,Orgânicas,Patrocinadores
03 de jun. de 2025,27,26,"8,56%",46.133,0,538.929,TikTok,Orgânicas,Patrocinadores
23 de mai. de 2025,27,26,"6,72%",108.849,0,1.620.831,TikTok,Orgânicas,Patrocinadores
10 de mai. de 2025,27,26,"9,16%",676.675,0,7.384.637,TikTok,Orgânicas,Patrocinadores
08 de mai. de 2025,27,25,"9,00%",292.608,0,3.250.439,TikTok,Orgânicas,Patrocinadores
25 de abr. de 2025,27,24,"7,74%",38.872,0,502.265,TikTok,Orgânicas,Patrocinadores
19 de mar. de 2025,27,27,"8,64%",50.881,0,588.687,TikTok,Orgânicas,Patrocinadores
